ticker,volatility
AAPL,0.24543213182462847
MSFT,0.21429013797079954
GOOGL,0.2909648372812972
AMZN,0.28353109724090586
NVDA,0.5651886698951482
TSLA,0.6918153365673487
META,0.315581576018002
^GSPC,0.02
^IXIC,0.02
