timestamp,stock,country,market,final_sentiment,ticker
2025-03-27 02:05:51,0.01,0.01,0.0073422822426685635,-0.16053132153263297,TSLA
2025-03-26 22:56:00,0.01,0.0,0.0073422822426685635,-0.16065607548077337,TSLA
2025-03-26 22:51:00,0.01,0.0,0.0073422822426685635,-0.16065607548077682,TSLA
2025-03-26 22:00:00,0.8999763487895507,0.0,0.0073422822426685635,-0.15357456267785138,TSLA
2025-03-26 21:11:21,0.5281675302310784,0.0,0.0073422822426685635,-0.156534996033546,TSLA
2025-03-26 20:53:00,0.0,0.0,0.0073422822426685635,-0.16073555269416004,TSLA
2025-03-26 18:38:40,0.01,0.0,0.0073422822426685635,-0.16065607548077662,TSLA
2025-03-26 16:37:00,0.01,0.0,0.0073422822426685635,-0.16065607548077662,TSLA
2025-03-26 16:27:08,0.01,0.0,0.0073422822426685635,-0.16065607548077662,TSLA
2025-03-26 14:42:18,0.6316922359348368,0.0,0.0073422822426685635,-0.15571098695990665,TSLA
2025-03-26 14:04:40,0.0,0.0,0.0073422822426685635,-0.16073555269416004,TSLA
2025-03-26 13:07:00,0.8999970436082535,0.0,0.0073422822426685635,-0.15357439782333893,TSLA
2025-03-26 12:07:15,0.8944977266814874,0.0,0.0073422822426685635,-0.15361820497141315,TSLA
2025-03-26 09:31:00,0.8999998092651311,0.0,0.0073422822426685635,-0.1535743757921708,TSLA
2025-03-26 02:26:52,0.7068250611921822,0.0,0.0073422822426685635,-0.1551128283984006,TSLA
2025-03-26 01:34:00,0.8122276532529166,0.0,0.0073422822426685635,-0.1542734900548084,TSLA
2025-03-25 22:00:00,0.8110032212975468,0.009849190675856738,0.01,-0.13710384758885052,TSLA
2025-03-25 21:32:51,0.8143528996040739,0.009849190675856738,0.01,-0.13707703318081352,TSLA
2025-03-25 18:35:29,0.8141868258034581,0.009849190675856738,0.01,-0.13707836261788245,TSLA
2025-03-25 16:35:00,0.8143535899403417,0.009849190675856738,0.01,-0.13707702765460295,TSLA
2025-03-25 15:50:00,0.2711498127760469,0.009849190675856738,0.01,-0.1414227596071604,TSLA
2025-03-25 14:10:16,0.01,0.009849190675856738,0.01,-0.1435100791943929,TSLA
2025-03-25 14:09:06,0.01,0.009849190675856738,0.01,-0.1435100791943929,TSLA
2025-03-25 14:00:00,0.814352468143823,0.009849190675856738,0.01,-0.13707703663469573,TSLA
2025-03-25 13:56:17,0.812340819740964,0.009849190675856738,0.01,-0.13709314004428824,TSLA
2025-03-25 13:33:00,0.8143532447722284,0.009849190675856738,0.01,-0.1370770304177081,TSLA
2025-03-25 12:45:00,0.0,0.009849190675856738,0.01,-0.14358998199326944,TSLA
2025-03-25 12:41:22,0.0,0.009849190675856738,0.01,-0.14358998199326944,TSLA
2025-03-25 12:33:00,0.8143536762323635,0.009849190675856738,0.01,-0.13707702696382665,TSLA
2025-03-25 10:20:13,0.7717473195408536,0.009849190675856738,0.01,-0.13741807882943474,TSLA
2025-03-25 09:53:44,0.01,0.009849190675856738,0.01,-0.1435100791943929,TSLA
2025-03-25 09:07:00,0.7962903922071803,0.009849190675856738,0.01,-0.13722162242993488,TSLA
2025-03-25 08:13:00,0.7582162688421397,0.009849190675856738,0.01,-0.13752638426028074,TSLA
2025-03-25 07:40:18,0.01,0.009849190675856738,0.01,-0.1435100791943929,TSLA
2025-03-25 06:45:57,0.01,0.009849190675856738,0.01,-0.1435100791943929,TSLA
2025-03-25 06:34:09,0.8143536762323635,0.009849190675856738,0.01,-0.13707702696382665,TSLA
2025-03-25 06:24:39,0.8143532447722284,0.009849190675856738,0.01,-0.1370770304177081,TSLA
2025-03-25 05:00:56,0.0,0.009849190675856738,0.01,-0.14358998199326944,TSLA
2025-03-24 22:39:00,0.736848542365109,0.01,0.1290391618380841,0.5662250269337462,TSLA
2025-03-24 22:31:24,0.01,0.01,0.1290391618380841,0.5621827788667834,TSLA
2025-03-24 20:26:55,0.01,0.01,0.1290391618380841,0.5621827788667834,TSLA
2025-03-24 20:26:55,0.01,0.01,0.1290391618380841,0.5621827788667834,TSLA
2025-03-24 20:17:05,0.7367657757051507,0.01,0.1290391618380841,0.566224568180584,TSLA
2025-03-24 18:57:40,0.7368576777701836,0.01,0.1290391618380841,0.566225077568799,TSLA
2025-03-24 17:45:42,0.7368484642845864,0.01,0.1290391618380841,0.5662250265009672,TSLA
2025-03-24 17:00:26,0.7368568188873025,0.01,0.1290391618380841,0.5662250728082463,TSLA
2025-03-24 16:57:36,0.7368576777701836,0.01,0.1290391618380841,0.566225077568799,TSLA
2025-03-24 16:53:00,0.6725153980172116,0.01,0.1290391618380841,0.5658683399186744,TSLA
2025-03-24 16:44:00,0.01,0.01,0.1290391618380841,0.5621827788667834,TSLA
2025-03-24 16:22:46,0.01,0.01,0.1290391618380841,0.5621827788667834,TSLA
2025-03-24 16:14:00,0.0,0.01,0.1290391618380841,0.5621269769099236,TSLA
2025-03-24 16:05:00,0.01,0.01,0.1290391618380841,0.5621827788667834,TSLA
2025-03-24 15:54:34,0.2164031680653685,0.01,0.1290391618380841,0.5633334057595056,TSLA
2025-03-24 15:28:44,0.01,0.01,0.1290391618380841,0.5621827788667834,TSLA
2025-03-24 14:10:18,0.73680957989523,0.01,0.1290391618380841,0.5662248109753802,TSLA
2025-03-24 13:37:30,0.01,0.01,0.1290391618380841,0.5621827788667834,TSLA
2025-03-24 13:30:15,0.01,0.01,0.1290391618380841,0.5621827788667834,TSLA
2025-03-24 13:14:36,0.0,0.01,0.1290391618380841,0.5621269769099236,TSLA
2025-03-24 13:00:12,0.0,0.01,0.1290391618380841,0.5621269769099236,TSLA
2025-03-24 12:22:04,0.01,0.01,0.1290391618380841,0.5621827788667834,TSLA
2025-03-24 11:15:00,0.01,0.01,0.1290391618380841,0.5621827788667834,TSLA
2025-03-24 10:41:46,0.7368576777701836,0.01,0.1290391618380841,0.566225077568799,TSLA
2025-03-24 10:30:00,0.0,0.01,0.1290391618380841,0.5621269769099236,TSLA
2025-03-24 09:00:08,0.01,0.01,0.1290391618380841,0.5621827788667834,TSLA
2025-03-24 07:46:21,0.01,0.01,0.1290391618380841,0.5621827788667834,TSLA
2025-03-24 06:16:42,0.01,0.01,0.1290391618380841,0.5621827788667834,TSLA
2025-03-24 01:46:06,0.0,0.01,0.11675946202309634,0.5045720303386491,TSLA
2025-03-23 22:20:00,0.666736398613546,-0.020711239565031715,0.01,-0.13864236720870848,TSLA
